transaction_id,customer_id,card_id,merchant_id,transaction_date,amount,currency,installments,transaction_status,transaction_type
TXN00002110,CUST00089,CARD000094,MERC00002,2026-06-09 18:14:47,143235,CLP,1,APPROVED,purchase
TXN00002111,CUST00374,CARD000383,MERC00072,2026-04-06 15:21:14,837677,CLP,1,rejected,refund
TXN00002112,CUST00414,CARD000423,MERC00018,2026-04-05 15:33:02,143858,CLP,1,approved,purchase
TXN00002113,CUST00201,CARD000202,MERC00194,2026-05-11 20:18:22,8851,CLP,1,approved,purchase
TXN00002114,CUST00201,CARD000202,MERC00090,2026-05-01 19:31:00,137154,CLP,1,approved,refund
TXN00002115,CUST00220,CARD000220,MERC00075,2026-04-04 10:08:49,217872,CLP,1,approved,purchase
TXN00002116,CUST00108,CARD000113,MERC00102,2026-04-27 12:55:25,173173,CLP,3,pending,purchase
TXN00002117,CUST00148,CARD000150,MERC00094,2026-04-24 10:30:51,36541,CLP,2,approved,purchase
TXN00002118,CUST00446,CARD000455,MERC00065,2026-05-29 18:13:04,26249,CLP,3,approved,purchase
TXN00002119,CUST00482,CARD000495,MERC00172,2026-04-06 10:39:31,81874,CLP,3,approved,purchase
TXN00002120,CUST00254,CARD000253,MERC00097,2026-06-11 10:20:09,59359,CLP,1,approved,purchase
TXN00002121,CUST00413,CARD000422,MERC00067,2026-05-09 22:02:47,26732,CLP,3,approved,purchase
TXN00002122,CUST00397,CARD000410,MERC00114,2026-05-19 10:39:35,30632,CLP,1,approved,purchase
TXN00002123,CUST00319,CARD000324,MERC00078,2026-04-18 11:51:08,810289,CLP,1,approved,purchase
TXN00002124,CUST00242,CARD000242,MERC00083,2026-05-19 08:21:54,5103,CLP,1,approved,purchase
TXN00002125,CUST00385,CARD000397,MERC00007,2026-05-19 18:02:35,173263,CLP,1,approved,purchase
TXN00002126,CUST00484,CARD000497,MERC00165,2026-03-29 21:51:51,42641,CLP,12,approved,purchase
TXN00002127,CUST00345,CARD000353,MERC00146,2026-05-29 17:26:01,2746,CLP,12,approved,purchase
TXN00002128,CUST00080,CARD000084,MERC00037,2026-06-04 11:09:45,72143,CLP,6,approved,purchase
TXN00002129,CUST00401,CARD000414,MERC00118,2026-06-15 16:39:32,773475,CLP,3,approved,purchase
TXN00002130,CUST00477,CARD000489,MERC00100,2026-05-25 08:55:37,793194,CLP,3,approved,purchase
TXN00002131,CUST00085,CARD000091,MERC00176,2026-03-15 19:31:45,262874,CLP,3,approved,purchase
TXN00002132,CUST00068,CARD000073,MERC00148,2026-05-07 19:54:03,694817,CLP,2,approved,purchase
TXN00002133,CUST00183,CARD000184,MERC00011,2026-04-14 20:09:56,179372,CLP,1,approved,purchase
TXN00002134,CUST00428,CARD000436,MERC00038,2026-06-13 16:57:46,19966,CLP,3,rejected,purchase
TXN00002135,CUST00327,CARD000332,MERC00146,2026-05-16 19:52:53,14133,CLP,1,rejected,purchase
TXN00002136,CUST00456,CARD000465,MERC00083,2026-04-30 14:36:15,516168,CLP,1,approved,purchase
TXN00002137,CUST00187,CARD000188,MERC00173,2026-03-19 23:32:33,87474,CLP,2,reversed,purchase
TXN00002138,CUST00214,CARD000214,MERC00098,2026-05-26 14:11:23,311055,CLP,1,approved,purchase
TXN00002139,CUST00389,CARD000402,MERC00061,2026-05-30 10:51:11,67243,CLP,3,approved,purchase
TXN00002140,CUST00282,CARD000282,MERC00089,2026-04-27 18:40:30,308729,CLP,1,approved,purchase
TXN00002141,CUST00482,CARD000495,MERC00128,2026-05-25 10:43:01,28408,CLP,3,approved,purchase
TXN00002142,CUST00251,CARD000252,MERC00074,2026-03-31 16:29:14,19982,CLP,1,approved,purchase
TXN00002143,CUST00455,CARD000464,MERC00064,2026-04-30 10:01:47,23354,CLP,12,approved,purchase
TXN00002144,CUST00132,CARD000132,MERC00147,2026-04-07 09:56:27,62426,CLP,3,approved,withdrawal
TXN00002145,CUST00254,CARD000253,MERC00025,2026-06-04 10:42:55,97372,CLP,2,approved,purchase
TXN00002146,CUST00036,CARD000037,MERC00045,2026-04-21 20:01:50,421656,CLP,1,approved,purchase
TXN00002147,CUST00048,CARD000049,MERC00057,2026-06-05 14:55:59,671546,CLP,1,approved,purchase
TXN00002148,CUST00438,CARD000448,MERC00068,2026-04-20 12:23:56,6168,CLP,1,pending,purchase
TXN00002149,CUST00448,CARD000457,MERC00013,2026-05-17 13:06:42,148230,CLP,1,approved,purchase
TXN00002150,CUST00467,CARD000478,MERC00111,2026-05-20 09:14:45,18720,CLP,1,reversed,purchase
TXN00002151,CUST00227,CARD000229,MERC00130,2026-04-08 17:11:51,90369,CLP,3,approved,purchase
TXN00002152,CUST00459,CARD000468,MERC00198,2026-03-17 15:23:42,104805,CLP,6,approved,purchase
TXN00002153,CUST00301,CARD000302,MERC00063,2026-05-30 13:33:21,11693,CLP,3,approved,withdrawal
TXN00002154,CUST00145,CARD000147,MERC00171,2026-03-31 23:37:18,44305,CLP,1,approved,purchase
TXN00002155,CUST00246,CARD000247,MERC00133,2026-05-10 21:13:45,730858,CLP,3,approved,purchase
TXN00002156,CUST00247,CARD000249,MERC00150,2026-03-25 12:45:04,828439,CLP,1,approved,refund
TXN00002157,CUST00064,CARD000069,MERC00014,2026-06-14 10:39:17,19859,CLP,1,approved,withdrawal
TXN00002158,CUST00277,CARD000277,MERC00150,2026-04-11 20:56:53,157773,CLP,1,approved,purchase
TXN00002159,CUST00214,CARD000214,MERC00142,2026-04-21 12:51:55,177514,CLP,3,approved,purchase
TXN00002160,CUST00463,CARD000473,MERC00191,2026-04-01 16:11:32,756864,CLP,2,approved,purchase
TXN00002161,CUST00473,CARD000486,MERC00083,2026-05-06 18:06:16,23382,CLP,1,approved,purchase
TXN00002162,CUST00496,CARD000512,MERC00172,2026-05-28 08:42:32,772510,CLP,1,approved,purchase
TXN00002163,CUST00007,CARD000007,MERC00041,2026-03-15 13:30:54,99512,CLP,1,approved,purchase
TXN00002164,CUST00394,CARD000407,MERC00133,2026-06-05 14:54:02,133305,CLP,3,approved,purchase
TXN00002165,CUST00209,CARD000209,MERC00056,2026-03-29 16:13:48,62583,CLP,1,approved,purchase
TXN00002166,CUST00142,CARD000144,MERC00055,2026-04-25 16:57:46,143251,CLP,3,approved,purchase
TXN00002167,CUST00460,CARD000469,MERC00077,2026-03-31 22:38:05,117767,CLP,1,approved,purchase
TXN00002168,CUST00154,CARD000156,MERC00008,2026-03-15 21:05:42,258656,CLP,3,approved,purchase
TXN00002169,CUST00338,CARD000346,MERC00196,2026-05-30 23:53:42,156188,CLP,1,approved,purchase
TXN00002170,CUST00163,CARD000166,MERC00095,2026-05-14 20:27:32,6466,CLP,3,approved,purchase
TXN00002171,CUST00386,CARD000398,MERC00147,2026-04-15 19:45:09,27145,CLP,1,approved,withdrawal
TXN00002172,CUST00219,CARD000219,MERC00144,2026-04-25 10:47:03,146782,CLP,1,approved,purchase
TXN00002173,CUST00388,CARD000400,MERC00069,2026-05-17 21:47:43,414878,CLP,1,approved,purchase
TXN00002174,CUST00041,CARD000042,MERC00169,2026-04-07 20:42:59,129320,CLP,2,approved,purchase
TXN00002175,CUST00143,CARD000145,MERC00149,2026-03-28 09:37:20,133510,CLP,1,approved,purchase
TXN00002176,CUST00037,CARD000038,MERC00052,2026-06-03 20:09:45,118314,CLP,1,approved,purchase
TXN00002177,CUST00067,CARD000072,MERC00183,2026-03-21 09:55:19,50242,CLP,1,approved,purchase
TXN00002178,CUST00484,CARD000497,MERC00051,2026-05-18 23:47:40,394414,CLP,3,approved,purchase
TXN00002179,CUST00393,CARD000406,MERC00153,2026-06-03 18:37:47,9572,CLP,1,approved,purchase
TXN00002180,CUST00322,CARD000328,MERC00150,2026-05-04 09:30:05,671586,CLP,1,approved,purchase
TXN00002181,CUST00104,CARD000109,MERC00047,2026-06-11 23:00:03,818566,CLP,6,approved,purchase
TXN00002182,CUST00386,CARD000398,MERC00131,2026-03-31 14:30:52,407426,CLP,3,approved,purchase
TXN00002183,CUST00158,CARD000160,MERC00020,2026-05-07 19:31:30,2145,CLP,1,approved,purchase
TXN00002184,CUST00047,CARD000048,MERC00185,2026-06-11 19:50:26,47668,CLP,1,approved,purchase
TXN00002185,CUST00443,CARD000451,MERC00178,2026-03-25 19:23:56,144224,CLP,1,approved,purchase
TXN00002186,CUST00074,CARD000079,MERC00050,2026-06-11 08:50:42,114715,CLP,3,rejected,purchase
TXN00002187,CUST00086,CARD000092,MERC00113,2026-04-02 23:06:23,19422,CLP,3,approved,purchase
TXN00002188,CUST00429,CARD000437,MERC00189,2026-04-08 23:17:26,137463,CLP,6,approved,purchase
TXN00002189,CUST00165,CARD000168,MERC00195,2026-06-09 08:59:07,114137,CLP,3,rejected,purchase
TXN00002190,CUST00326,CARD000331,MERC00190,2026-04-29 17:52:59,731902,CLP,1,approved,purchase
TXN00002191,CUST00212,CARD000212,MERC00001,2026-03-18 21:31:38,25983,CLP,3,approved,purchase
TXN00002192,CUST00296,CARD000295,MERC00187,2026-04-17 21:24:12,9811,CLP,1,approved,purchase
TXN00002193,CUST00480,CARD000492,MERC00114,2026-05-03 22:17:47,107510,CLP,1,approved,purchase
TXN00002194,CUST00337,CARD000344,MERC00178,2026-05-06 21:58:57,682804,CLP,3,approved,purchase
TXN00002195,CUST00097,CARD000103,MERC00164,2026-05-18 23:15:18,5250,CLP,1,approved,purchase
TXN00002196,CUST00188,CARD000189,MERC00065,2026-03-21 23:08:48,300904,CLP,1,approved,purchase
TXN00002197,CUST00248,CARD000250,MERC00151,2026-03-18 23:28:15,852761,CLP,1,approved,purchase
TXN00002198,CUST00245,CARD000246,MERC00024,2026-05-02 22:48:19,738506,CLP,6,approved,purchase
TXN00002199,CUST00293,CARD000292,MERC00090,2026-06-15 22:51:19,131939,CLP,1,approved,purchase
TXN00002200,CUST00305,CARD000307,MERC00157,2026-05-30 16:16:16,120794,CLP,1,approved,purchase
TXN00002201,CUST00462,CARD000472,MERC00123,2026-06-15 16:30:30,132315,CLP,1,approved,purchase
TXN00002202,CUST00292,CARD000291,MERC00117,2026-04-19 22:23:24,9266,CLP,1,approved,purchase
TXN00002203,CUST00472,CARD000485,MERC00152,2026-03-24 15:08:46,754918,CLP,3,approved,purchase
TXN00002204,CUST00106,CARD000111,MERC00030,2026-05-30 22:14:24,37462,CLP,1,approved,purchase
TXN00002205,CUST00195,CARD000195,MERC00078,2026-05-24 13:18:26,104549,CLP,3,approved,purchase
TXN00002206,CUST00072,CARD000077,MERC00015,2026-06-07 21:21:15,25728,CLP,1,approved,withdrawal
TXN00002207,CUST00118,CARD000121,MERC00150,2026-05-01 08:36:25,566324,CLP,6,approved,purchase
TXN00002208,CUST00471,CARD000483,MERC00126,2026-04-04 18:40:30,305869,CLP,1,approved,purchase
TXN00002209,CUST00302,CARD000303,MERC00109,2026-06-06 15:03:37,333406,CLP,3,APPROVED,purchase
TXN00002210,CUST00282,CARD000282,MERC00169,2026-05-12 23:32:51,165127,CLP,3,approved,purchase
TXN00002211,CUST00198,CARD000198,MERC00114,2026-04-26 12:38:25,899446,CLP,1,APPROVED,purchase
TXN00002212,CUST00090,CARD000095,MERC00047,2026-06-01 12:25:22,25398,CLP,1,approved,purchase
TXN00002213,CUST00083,CARD000089,MERC00172,2026-05-11 10:47:22,71507,CLP,1,approved,purchase
TXN00002214,CUST00255,CARD000254,MERC00186,2026-05-17 22:10:17,47743,CLP,1,approved,purchase
TXN00002215,CUST00466,CARD000477,MERC00118,2026-06-04 09:32:42,274959,CLP,3,approved,purchase
TXN00002216,CUST00301,CARD000301,MERC00001,2026-04-22 19:12:47,525328,CLP,1,approved,purchase
TXN00002217,CUST00237,CARD000237,MERC00009,2026-04-27 22:47:44,155100,CLP,1,rejected,withdrawal
TXN00002218,CUST00017,CARD000018,MERC00033,2026-04-28 11:20:24,79776,CLP,2,approved,purchase
TXN00002219,CUST00325,CARD000330,MERC00058,2026-04-15 22:36:56,19613,CLP,1,pending,withdrawal
TXN00002220,CUST00472,CARD000484,MERC00022,2026-05-25 15:30:06,70787,CLP,12,approved,purchase
TXN00002221,CUST00288,CARD000288,MERC00056,2026-04-14 09:26:35,381553,CLP,1,APPROVED,purchase
TXN00002222,CUST00157,CARD000159,MERC00138,2026-06-10 20:27:21,625699,CLP,6,approved,purchase
TXN00002223,CUST00390,CARD000403,MERC00115,2026-05-06 15:47:58,134619,CLP,1,pending,purchase
TXN00002224,CUST00443,CARD000451,MERC00114,2026-04-25 23:57:42,56341,CLP,6,approved,purchase
TXN00002225,CUST00074,CARD000079,MERC00167,2026-04-29 10:01:40,1891,CLP,1,approved,purchase
TXN00002226,CUST00320,CARD000326,MERC00194,2026-04-24 19:50:30,115284,CLP,1,approved,purchase
TXN00002227,CUST00370,CARD000379,MERC00022,2026-04-03 19:03:50,3022,CLP,1,approved,purchase
TXN00002228,CUST00281,CARD000281,MERC00197,2026-04-22 11:05:21,94145,CLP,1,approved,purchase
TXN00002229,CUST00374,CARD000383,MERC00113,2026-04-30 19:02:02,22133,CLP,1,approved,purchase
TXN00002230,CUST00028,CARD000027,MERC00161,2026-04-23 23:01:25,12500,CLP,6,approved,purchase
TXN00002231,CUST00336,CARD000343,MERC00086,2026-06-02 21:41:22,39735,CLP,1,approved,purchase
TXN00002232,CUST00434,CARD000444,MERC00056,2026-06-12 20:18:31,222698,CLP,1,approved,purchase
TXN00002233,CUST00081,CARD000085,MERC00187,2026-04-05 15:15:22,521004,CLP,6,approved,purchase
TXN00002234,CUST00038,CARD000039,MERC00182,2026-04-21 21:25:44,78228,CLP,2,rejected,purchase
TXN00002235,CUST00148,CARD000150,MERC00182,2026-06-08 08:17:44,222600,CLP,1,approved,purchase
TXN00002236,CUST00428,CARD000436,MERC00003,2026-05-24 20:07:47,172536,CLP,2,rejected,purchase
TXN00002237,CUST00262,CARD000262,MERC00129,2026-03-21 11:56:25,20001,CLP,1,approved,withdrawal
TXN00002238,CUST00244,CARD000245,MERC00155,2026-05-22 11:43:11,19881,CLP,1,approved,purchase
TXN00002239,CUST00326,CARD000331,MERC00040,2026-03-27 19:28:14,44325,CLP,1,approved,purchase
TXN00002240,CUST00064,CARD000068,MERC00116,2026-04-03 20:11:49,121535,CLP,1,approved,purchase
TXN00002241,CUST00496,CARD000512,MERC00094,2026-04-04 09:35:03,702370,CLP,2,pending,purchase
TXN00002242,CUST00371,CARD000380,MERC00023,2026-05-26 18:49:31,162543,CLP,1,reversed,purchase
TXN00002243,CUST00055,CARD000056,MERC00198,2026-05-08 16:28:05,102809,CLP,6,approved,purchase
TXN00002244,CUST00248,CARD000250,MERC00089,2026-04-26 12:38:57,2708,CLP,1,approved,purchase
TXN00002245,CUST00462,CARD000472,MERC00030,2026-05-07 15:59:46,104922,CLP,1,approved,purchase
TXN00002246,CUST00473,CARD000486,MERC00155,2026-05-13 14:51:35,446642,CLP,1,approved,purchase
TXN00002247,CUST00469,CARD000481,MERC00045,2026-04-08 23:42:26,94626,CLP,6,approved,purchase
TXN00002248,CUST00002,CARD000002,MERC00196,2026-06-13 16:00:50,474983,CLP,3,approved,purchase
TXN00002249,CUST00097,CARD000103,MERC00099,2026-05-09 10:35:12,62499,CLP,1,approved,purchase
TXN00002250,CUST00082,CARD000087,MERC00093,2026-05-09 19:04:53,25088,CLP,1,pending,purchase
TXN00002251,CUST00007,CARD000007,MERC00124,2026-05-27 18:00:23,23356,CLP,3,approved,purchase
TXN00002252,CUST00242,CARD000242,MERC00004,2026-05-23 22:10:30,46189,CLP,2,approved,purchase
TXN00002253,CUST00041,CARD000042,MERC00055,2026-04-03 23:33:59,79321,CLP,1,approved,purchase
TXN00002254,CUST00060,CARD000063,MERC00033,2026-04-15 22:28:58,6462,CLP,1,approved,purchase
TXN00002255,CUST00424,CARD000434,MERC00032,2026-05-08 17:48:24,635519,CLP,1,approved,purchase
TXN00002256,CUST00320,CARD000325,MERC00156,2026-05-11 14:50:04,488514,CLP,3,APPROVED,purchase
TXN00002257,CUST00118,CARD000121,MERC00104,2026-05-07 21:32:16,120853,CLP,1,rejected,purchase
TXN00002258,CUST00417,CARD000427,MERC00054,2026-05-31 13:02:12,116595,CLP,2,rejected,purchase
TXN00002259,CUST00042,CARD000044,MERC00011,2026-05-04 14:35:43,84104,CLP,1,approved,purchase
TXN00002260,CUST00318,CARD000323,MERC00187,2026-04-12 11:32:01,286754,CLP,1,APPROVED,withdrawal
TXN00002261,CUST00060,CARD000063,MERC00031,2026-05-04 15:32:33,14699,CLP,1,approved,purchase
TXN00002262,CUST00483,CARD000496,MERC00062,2026-06-11 23:34:58,25669,CLP,1,approved,purchase
TXN00002263,CUST00055,CARD000056,MERC00173,2026-04-30 20:49:27,17382,CLP,3,approved,purchase
TXN00002264,CUST00009,CARD000009,MERC00037,2026-05-18 21:58:41,427128,CLP,1,approved,purchase
TXN00002265,CUST00099,CARD000105,MERC00087,2026-04-02 11:40:50,759018,CLP,2,approved,withdrawal
TXN00002266,CUST00326,CARD000331,MERC00107,2026-06-12 12:04:03,6297,CLP,6,approved,purchase
TXN00002267,CUST00316,CARD000321,MERC00167,2026-04-21 08:25:08,50286,CLP,3,rejected,purchase
TXN00002268,CUST00417,CARD000427,MERC00109,2026-06-01 20:26:59,218975,CLP,12,approved,purchase
TXN00002269,CUST00225,CARD000227,MERC00173,2026-03-21 13:07:18,619088,CLP,1,approved,withdrawal
TXN00002270,CUST00028,CARD000027,MERC00072,2026-05-10 14:37:01,8906,CLP,1,APPROVED,purchase
TXN00002271,CUST00111,CARD000115,MERC00046,2026-06-02 20:50:02,1828,CLP,1,approved,purchase
TXN00002272,CUST00289,CARD000289,MERC00168,2026-03-15 22:39:33,76470,CLP,1,approved,purchase
TXN00002273,CUST00421,CARD000430,MERC00031,2026-05-22 18:11:09,29127,CLP,1,approved,purchase
TXN00002274,CUST00348,CARD000357,MERC00066,2026-04-10 09:07:18,65437,CLP,3,approved,purchase
TXN00002275,CUST00346,CARD000354,MERC00095,2026-06-08 17:15:41,757416,CLP,6,rejected,purchase
TXN00002276,CUST00048,CARD000049,MERC00122,2026-05-18 13:47:17,135334,CLP,2,approved,purchase
TXN00002277,CUST00443,CARD000451,MERC00093,2026-05-08 19:41:01,611060,CLP,3,approved,purchase
TXN00002278,CUST00167,CARD000170,MERC00192,2026-04-27 22:02:39,93965,CLP,1,approved,purchase
TXN00002279,CUST00340,CARD000348,MERC00059,2026-03-21 19:37:45,79357,CLP,3,approved,purchase
TXN00002280,CUST00301,CARD000301,MERC00149,2026-03-15 21:16:01,10765,CLP,1,approved,purchase
TXN00002281,CUST00065,CARD000070,MERC00054,2026-03-21 18:11:00,4232,CLP,1,approved,purchase
TXN00002282,CUST00488,CARD000502,MERC00191,2026-05-09 16:08:48,6951,CLP,3,approved,refund
TXN00002283,CUST00234,CARD000234,MERC00040,2026-05-05 14:06:00,28955,CLP,1,approved,purchase
TXN00002284,CUST00037,CARD000038,MERC00190,2026-05-14 16:02:21,306957,CLP,3,approved,purchase
TXN00002285,CUST00447,CARD000456,MERC00194,2026-03-29 18:26:49,210242,CLP,1,rejected,purchase
TXN00002286,CUST00264,CARD000264,MERC00121,2026-04-13 21:15:23,123876,CLP,12,approved,purchase
TXN00002287,CUST00104,CARD000109,MERC00135,2026-04-17 20:30:06,5085,CLP,1,approved,withdrawal
TXN00002288,CUST00033,CARD000033,MERC00094,2026-05-04 22:28:28,15072,CLP,1,approved,withdrawal
TXN00002289,CUST00174,CARD000176,MERC00039,2026-03-25 12:45:31,23267,CLP,1,approved,purchase
TXN00002290,CUST00495,CARD000511,MERC00119,2026-06-10 11:25:52,159289,CLP,1,APPROVED,purchase
TXN00002291,CUST00431,CARD000439,MERC00024,2026-05-24 10:16:10,95345,CLP,12,approved,withdrawal
TXN00002292,CUST00428,CARD000436,MERC00079,2026-04-17 21:28:13,486983,CLP,3,approved,purchase
TXN00002293,CUST00042,CARD000044,MERC00024,2026-06-09 08:43:26,257966,CLP,1,rejected,purchase
TXN00002294,CUST00242,CARD000242,MERC00002,2026-05-30 14:16:00,512901,CLP,1,approved,purchase
TXN00002295,CUST00069,CARD000074,MERC00027,2026-06-06 14:41:56,53792,CLP,3,approved,purchase
TXN00002296,CUST00025,CARD000024,MERC00134,2026-03-29 10:29:10,4892,CLP,1,rejected,purchase
TXN00002297,CUST00022,CARD000021,MERC00008,2026-04-15 10:36:04,153241,CLP,1,approved,purchase
TXN00002298,CUST00389,CARD000402,MERC00113,2026-06-06 12:54:18,25611,CLP,3,approved,purchase
TXN00002299,CUST00042,CARD000044,MERC00182,2026-03-30 10:53:07,103442,CLP,3,approved,withdrawal
TXN00002300,CUST00152,CARD000153,MERC00136,2026-05-14 12:08:14,106452,CLP,6,approved,purchase
TXN00002301,CUST00486,CARD000499,MERC00131,2026-03-22 16:25:03,22609,CLP,3,approved,purchase
TXN00002302,CUST00135,CARD000136,MERC00177,2026-05-20 21:25:20,282546,CLP,3,approved,purchase
TXN00002303,CUST00083,CARD000089,MERC00026,2026-03-23 21:48:55,159825,CLP,1,approved,withdrawal
TXN00002304,CUST00162,CARD000164,MERC00027,2026-05-28 11:44:56,112437,CLP,1,approved,purchase
TXN00002305,CUST00127,CARD000129,MERC00062,2026-05-14 11:48:43,414635,CLP,3,approved,purchase
TXN00002306,CUST00009,CARD000009,MERC00083,2026-05-17 22:47:24,41930,CLP,1,approved,purchase
TXN00002307,CUST00033,CARD000033,MERC00072,2026-03-29 17:31:19,19765,CLP,1,approved,purchase
TXN00002308,CUST00483,CARD000496,MERC00156,2026-05-17 23:15:27,460457,CLP,1,APPROVED,purchase
TXN00002309,CUST00445,CARD000454,MERC00093,2026-05-31 15:04:42,278334,CLP,1,approved,purchase
TXN00002310,CUST00470,CARD000482,MERC00005,2026-06-12 10:58:47,113825,CLP,12,approved,purchase
TXN00002311,CUST00065,CARD000070,MERC00159,2026-05-20 19:10:36,764066,CLP,3,approved,purchase
TXN00002312,CUST00015,CARD000015,MERC00018,2026-04-25 16:28:46,214088,CLP,1,reversed,purchase
TXN00002313,CUST00088,CARD000093,MERC00163,2026-05-03 13:18:04,162468,CLP,6,approved,purchase
TXN00002314,CUST00255,CARD000255,MERC00186,2026-06-04 20:11:47,53693,CLP,3,approved,purchase
TXN00002315,CUST00294,CARD000293,MERC00129,2026-05-19 14:05:48,715321,CLP,12,approved,purchase
TXN00002316,CUST00069,CARD000074,MERC00200,2026-04-03 13:13:15,662711,CLP,1,approved,purchase
TXN00002317,CUST00046,CARD000047,MERC00055,2026-04-07 19:48:57,132281,CLP,1,approved,purchase
TXN00002318,CUST00256,CARD000256,MERC00072,2026-03-30 13:31:41,662862,CLP,1,APPROVED,purchase
TXN00002319,CUST00416,CARD000426,MERC00066,2026-05-17 13:58:50,67741,CLP,3,approved,purchase
TXN00002320,CUST00057,CARD000059,MERC00124,2026-06-09 16:07:23,192441,CLP,1,approved,purchase
TXN00002321,CUST00381,CARD000392,MERC00170,2026-05-19 18:36:08,827614,CLP,2,approved,purchase
TXN00002322,CUST00389,CARD000401,MERC00126,2026-04-26 23:38:51,30572,CLP,1,rejected,purchase
TXN00002323,CUST00415,CARD000425,MERC00090,2026-05-31 22:09:14,489731,CLP,3,approved,purchase
TXN00002324,CUST00310,CARD000315,MERC00022,2026-06-15 15:20:06,622787,CLP,3,approved,purchase
TXN00002325,CUST00057,CARD000060,MERC00049,2026-06-07 19:48:43,431007,CLP,1,approved,purchase
TXN00002326,CUST00029,CARD000028,MERC00074,2026-04-06 11:10:13,604679,CLP,1,approved,purchase
TXN00002327,CUST00081,CARD000085,MERC00083,2026-03-31 23:03:49,7442,CLP,1,approved,purchase
TXN00002328,CUST00444,CARD000453,MERC00135,2026-06-15 19:35:56,397264,CLP,3,approved,purchase
TXN00002329,CUST00264,CARD000264,MERC00190,2026-05-20 13:08:24,8220,CLP,1,pending,purchase
TXN00002330,CUST00381,CARD000392,MERC00060,2026-03-21 10:59:28,827255,CLP,1,approved,purchase
TXN00002331,CUST00486,CARD000499,MERC00001,2026-05-23 14:28:40,807644,CLP,1,approved,purchase
TXN00002332,CUST00166,CARD000169,MERC00172,2026-06-06 16:36:17,15841,CLP,1,approved,purchase
TXN00002333,CUST00239,CARD000239,MERC00004,2026-04-05 08:20:58,126009,CLP,1,rejected,purchase
TXN00002334,CUST00142,CARD000143,MERC00026,2026-04-29 11:49:32,12048,CLP,3,reversed,purchase
TXN00002335,CUST00021,CARD000020,MERC00035,2026-06-08 16:31:30,772079,CLP,3,approved,purchase
TXN00002336,CUST00345,CARD000353,MERC00096,2026-05-24 21:49:18,537156,CLP,1,approved,purchase
TXN00002337,CUST00057,CARD000059,MERC00107,2026-04-25 23:03:41,406874,CLP,1,approved,purchase
TXN00002338,CUST00389,CARD000401,MERC00111,2026-06-12 10:06:37,14659,CLP,1,approved,purchase
TXN00002339,CUST00201,CARD000202,MERC00049,2026-04-27 16:43:03,206803,CLP,1,approved,purchase
TXN00002340,CUST00138,CARD000139,MERC00167,2026-05-16 14:01:26,17651,CLP,3,approved,purchase
TXN00002341,CUST00056,CARD000057,MERC00012,2026-05-22 23:09:51,20528,CLP,1,reversed,purchase
TXN00002342,CUST00056,CARD000057,MERC00123,2026-05-04 15:09:23,650565,CLP,1,approved,purchase
TXN00002343,CUST00461,CARD000471,MERC00057,2026-04-25 20:51:58,3486,CLP,1,approved,purchase
TXN00002344,CUST00264,CARD000264,MERC00192,2026-06-02 09:39:22,22331,CLP,3,APPROVED,purchase
TXN00002345,CUST00287,CARD000287,MERC00138,2026-05-24 11:36:38,35949,CLP,3,approved,purchase
TXN00002346,CUST00443,CARD000451,MERC00191,2026-05-07 10:52:46,98957,CLP,1,APPROVED,purchase
TXN00002347,CUST00270,CARD000269,MERC00022,2026-04-17 19:59:44,78614,CLP,1,reversed,purchase
TXN00002348,CUST00389,CARD000402,MERC00101,2026-04-25 23:51:20,15256,CLP,1,approved,purchase
TXN00002349,CUST00352,CARD000360,MERC00021,2026-05-30 17:55:02,23767,CLP,1,rejected,purchase
TXN00002350,CUST00211,CARD000211,MERC00070,2026-06-03 21:22:19,586426,CLP,1,approved,purchase
TXN00002351,CUST00310,CARD000314,MERC00106,2026-04-16 16:54:22,1682,CLP,3,approved,purchase
TXN00002352,CUST00151,CARD000152,MERC00090,2026-06-02 13:23:26,16637,CLP,1,APPROVED,purchase
TXN00002353,CUST00013,CARD000013,MERC00022,2026-04-20 14:33:02,67216,CLP,1,approved,purchase
TXN00002354,CUST00410,CARD000420,MERC00028,2026-05-14 20:22:11,21240,CLP,12,approved,purchase
TXN00002355,CUST00399,CARD000412,MERC00079,2026-06-07 15:06:21,763923,CLP,1,approved,purchase
TXN00002356,CUST00015,CARD000016,MERC00124,2026-05-10 20:56:12,48517,CLP,1,approved,purchase
TXN00002357,CUST00475,CARD000487,MERC00121,2026-03-27 09:10:23,22007,CLP,3,approved,purchase
TXN00002358,CUST00185,CARD000186,MERC00073,2026-05-02 19:48:41,138342,CLP,6,approved,purchase
TXN00002359,CUST00302,CARD000303,MERC00048,2026-05-31 10:55:05,443502,CLP,1,pending,purchase
TXN00002360,CUST00491,CARD000506,MERC00197,2026-04-14 23:59:45,29809,CLP,1,approved,purchase
TXN00002361,CUST00346,CARD000355,MERC00077,2026-06-13 17:01:56,520383,CLP,1,rejected,withdrawal
TXN00002362,CUST00003,CARD000003,MERC00104,2026-05-27 15:56:50,111143,CLP,3,rejected,purchase
TXN00002363,CUST00339,CARD000347,MERC00165,2026-04-03 23:48:15,767569,CLP,3,approved,purchase
TXN00002364,CUST00287,CARD000287,MERC00136,2026-05-04 09:20:15,155132,CLP,3,approved,purchase
TXN00002365,CUST00164,CARD000167,MERC00138,2026-04-02 22:19:28,12988,CLP,3,approved,purchase
