transaction_id,customer_id,card_id,merchant_id,transaction_date,amount,currency,installments,transaction_status,transaction_type,customer_risk_segment,merchant_category
TXN00000558,CUST00142,CARD000143,MERC00044,2026-05-13 20:37:18,186370.0,CLP,1,approved,purchase,medium,services
TXN00000561,CUST00037,CARD000038,MERC00042,2026-06-01 16:14:35,12640.0,CLP,1,approved,purchase,medium,pharmacy
TXN00000571,CUST00374,CARD000383,MERC00098,2026-04-06 13:41:16,81018.0,CLP,1,approved,purchase,medium,pharmacy
TXN00000595,CUST00036,CARD000037,MERC00160,2026-04-12 10:37:12,783559.0,CLP,1,approved,purchase,high,education
TXN00000596,CUST00309,CARD000313,MERC00080,2026-05-15 16:54:28,7836.0,CLP,1,approved,purchase,medium,pharmacy
TXN00000610,CUST00399,CARD000412,MERC00144,2026-04-02 09:21:10,28066.0,CLP,1,approved,purchase,medium,electronics
TXN00000622,CUST00154,CARD000156,MERC00178,2026-04-18 17:59:21,65930.0,CLP,1,approved,purchase,high,fashion
TXN00000631,CUST00277,CARD000277,MERC00191,2026-03-30 17:54:45,854219.0,CLP,2,approved,purchase,unclassified,health
TXN00000678,CUST00309,CARD000313,MERC00055,2026-04-10 10:23:05,381819.0,CLP,1,approved,purchase,medium,education
TXN00000688,CUST00201,CARD000202,MERC00165,2026-03-26 20:54:41,19430.0,CLP,6,approved,purchase,medium,services
TXN00000729,CUST00379,CARD000389,MERC00025,2026-06-11 11:18:50,34945.0,CLP,6,approved,purchase,low,education
TXN00000736,CUST00307,CARD000310,MERC00092,2026-05-09 15:27:48,15570.0,CLP,3,approved,purchase,low,supermarket
TXN00000737,CUST00274,CARD000273,MERC00093,2026-06-04 13:39:30,23455.0,CLP,1,approved,purchase,high,travel
TXN00000740,CUST00060,CARD000063,MERC00074,2026-04-18 22:49:17,16990.0,CLP,1,approved,purchase,low,electronics
TXN00000761,CUST00194,CARD000194,MERC00152,2026-04-09 11:13:58,244365.0,CLP,1,approved,purchase,medium,supermarket
TXN00000770,CUST00348,CARD000357,MERC00073,2026-06-13 15:03:01,725884.0,CLP,6,approved,purchase,high,marketplace
TXN00000790,CUST00040,CARD000041,MERC00050,2026-04-22 23:46:25,20759.0,CLP,1,approved,purchase,low,services
TXN00000798,CUST00056,CARD000058,MERC00119,2026-05-16 13:57:07,11182.0,CLP,3,approved,purchase,medium,pharmacy
TXN00000810,CUST00399,CARD000412,MERC00039,2026-05-10 14:43:31,131287.0,CLP,2,approved,purchase,medium,home
TXN00000828,CUST00473,CARD000486,MERC00173,2026-04-16 20:01:50,26837.0,CLP,12,approved,purchase,low,travel
TXN00000858,CUST00495,CARD000511,MERC00126,2026-05-25 10:38:11,83295.0,CLP,1,approved,purchase,low,home
TXN00000866,CUST00267,CARD000267,MERC00060,2026-05-20 18:44:17,504767.0,CLP,6,approved,purchase,low,travel
TXN00000869,CUST00374,CARD000383,MERC00066,2026-05-08 22:54:00,545732.0,CLP,1,approved,purchase,medium,education
TXN00000945,CUST00034,CARD000035,MERC00086,2026-04-24 21:22:33,65342.0,CLP,1,approved,purchase,low,food_delivery
TXN00001009,CUST00172,CARD000175,MERC00040,2026-03-17 10:16:03,684552.0,CLP,1,approved,purchase,medium,supermarket
TXN00001011,CUST00484,CARD000497,MERC00033,2026-03-26 08:12:20,148956.0,CLP,1,approved,purchase,low,home
TXN00001038,CUST00015,CARD000016,MERC00071,2026-03-26 22:57:56,80732.0,CLP,1,approved,purchase,unclassified,home
TXN00001063,CUST00458,CARD000467,MERC00018,2026-05-26 12:36:43,284915.0,CLP,1,approved,purchase,medium,travel
TXN00001113,CUST00007,CARD000007,MERC00151,2026-05-03 22:43:40,88835.0,CLP,6,approved,purchase,medium,travel
TXN00001236,CUST00110,CARD000114,MERC00176,2026-05-21 20:30:08,109417.0,CLP,3,approved,purchase,low,marketplace
TXN00001245,CUST00431,CARD000439,MERC00012,2026-05-23 21:16:01,15754.0,CLP,1,approved,purchase,medium,health
TXN00001266,CUST00433,CARD000442,MERC00037,2026-04-26 21:53:44,37200.0,CLP,3,approved,purchase,medium,fashion
TXN00001278,CUST00465,CARD000475,MERC00153,2026-03-28 20:03:00,12923.0,CLP,3,approved,purchase,high,fashion
TXN00001321,CUST00048,CARD000049,MERC00001,2026-05-27 11:30:00,826766.0,CLP,3,approved,purchase,low,travel
TXN00001334,CUST00203,CARD000204,MERC00085,2026-05-18 08:36:39,477000.0,CLP,1,approved,purchase,low,food_delivery
TXN00001353,CUST00043,CARD000045,MERC00195,2026-04-10 09:57:25,695419.0,CLP,3,approved,purchase,medium,health
TXN00001544,CUST00417,CARD000427,MERC00187,2026-06-15 18:37:22,444681.0,CLP,6,approved,purchase,medium,pharmacy
TXN00001547,CUST00221,CARD000221,MERC00125,2026-05-26 16:38:04,124602.0,CLP,1,approved,purchase,low,electronics
TXN00001549,CUST00357,CARD000365,MERC00021,2026-05-31 15:39:06,1925.0,CLP,1,approved,purchase,medium,fashion
TXN00001560,CUST00296,CARD000296,MERC00133,2026-06-07 22:41:47,121920.0,CLP,3,approved,purchase,high,health
TXN00001566,CUST00352,CARD000360,MERC00057,2026-05-02 22:13:03,224983.0,CLP,6,approved,purchase,medium,pharmacy
TXN00001578,CUST00038,CARD000039,MERC00011,2026-03-20 23:02:29,136027.0,CLP,1,approved,purchase,medium,marketplace
TXN00001580,CUST00309,CARD000313,MERC00075,2026-04-28 16:39:08,85854.0,CLP,3,approved,purchase,medium,electronics
TXN00001590,CUST00210,CARD000210,MERC00125,2026-04-22 22:56:13,18889.0,CLP,6,approved,purchase,medium,electronics
TXN00001602,CUST00076,CARD000081,MERC00094,2026-04-09 15:21:57,177754.0,CLP,3,approved,purchase,low,fashion
TXN00001612,CUST00054,CARD000055,MERC00182,2026-03-28 14:43:43,13605.0,CLP,1,approved,purchase,high,pharmacy
TXN00001637,CUST00435,CARD000445,MERC00036,2026-06-15 11:25:35,13502.0,CLP,1,approved,purchase,high,food_delivery
TXN00001640,CUST00099,CARD000105,MERC00196,2026-04-12 12:16:29,135304.0,CLP,6,approved,purchase,low,supermarket
TXN00001689,CUST00149,CARD000151,MERC00071,2026-05-26 20:24:58,10822.0,CLP,3,approved,purchase,low,home
TXN00001701,CUST00392,CARD000405,MERC00081,2026-04-25 14:50:09,56681.0,CLP,6,approved,purchase,medium,travel
TXN00001746,CUST00444,CARD000453,MERC00114,2026-06-02 19:42:31,11669.0,CLP,3,approved,purchase,medium,pharmacy
TXN00001759,CUST00023,CARD000022,MERC00113,2026-04-30 15:47:48,259049.0,CLP,1,approved,purchase,high,fashion
TXN00001843,CUST00159,CARD000161,MERC00025,2026-04-18 13:15:43,1628.0,CLP,1,approved,purchase,high,education
TXN00001844,CUST00199,CARD000200,MERC00091,2026-06-12 18:16:28,93314.0,CLP,1,approved,purchase,high,services
TXN00001880,CUST00467,CARD000478,MERC00157,2026-04-01 08:05:49,83343.0,CLP,2,approved,purchase,low,education
TXN00001901,CUST00067,CARD000072,MERC00050,2026-06-11 16:01:27,19428.0,CLP,1,approved,purchase,low,services
TXN00001905,CUST00388,CARD000400,MERC00169,2026-05-31 11:36:03,110715.0,CLP,1,approved,purchase,medium,services
TXN00001908,CUST00184,CARD000185,MERC00002,2026-04-26 16:45:22,3960.0,CLP,1,approved,purchase,medium,services
TXN00001945,CUST00219,CARD000219,MERC00187,2026-04-25 12:21:04,88591.0,CLP,1,approved,purchase,unclassified,pharmacy
TXN00001953,CUST00043,CARD000045,MERC00098,2026-03-23 19:38:57,160594.0,CLP,1,approved,purchase,medium,pharmacy
TXN00001965,CUST00482,CARD000495,MERC00123,2026-05-28 13:22:10,16363.0,CLP,1,approved,purchase,low,marketplace
TXN00002031,CUST00099,CARD000105,MERC00107,2026-05-02 23:16:44,12104.0,CLP,1,approved,purchase,low,education
TXN00002039,CUST00375,CARD000384,MERC00069,2026-04-01 12:29:05,741422.0,CLP,1,approved,purchase,low,services
TXN00002062,CUST00438,CARD000449,MERC00057,2026-03-18 14:49:07,141581.0,CLP,1,approved,purchase,low,pharmacy
TXN00002063,CUST00300,CARD000300,MERC00145,2026-03-25 13:18:48,149296.0,CLP,1,approved,purchase,low,services
TXN00002100,CUST00039,CARD000040,MERC00152,2026-03-22 09:50:27,376622.0,CLP,3,approved,purchase,high,supermarket
TXN00002170,CUST00163,CARD000166,MERC00095,2026-05-14 20:27:32,6466.0,CLP,3,approved,purchase,high,services
TXN00002270,CUST00028,CARD000027,MERC00072,2026-05-10 14:37:01,8906.0,CLP,1,approved,purchase,medium,education
TXN00002280,CUST00301,CARD000301,MERC00149,2026-03-15 21:16:01,10765.0,CLP,1,approved,purchase,medium,marketplace
TXN00002337,CUST00057,CARD000059,MERC00107,2026-04-25 23:03:41,406874.0,CLP,1,approved,purchase,low,education
TXN00002339,CUST00201,CARD000202,MERC00049,2026-04-27 16:43:03,206803.0,CLP,1,approved,purchase,medium,education
TXN00002357,CUST00475,CARD000487,MERC00121,2026-03-27 09:10:23,22007.0,CLP,3,approved,purchase,unclassified,health
TXN00002375,CUST00415,CARD000425,MERC00128,2026-06-12 09:45:35,67463.0,CLP,1,approved,purchase,low,services
TXN00002378,CUST00030,CARD000029,MERC00120,2026-03-22 16:08:17,134360.0,CLP,1,approved,purchase,low,marketplace
TXN00002387,CUST00331,CARD000336,MERC00136,2026-06-09 17:24:15,554600.0,CLP,3,approved,purchase,medium,services
TXN00002425,CUST00296,CARD000295,MERC00184,2026-06-07 15:29:03,603028.0,CLP,1,approved,purchase,high,health
TXN00002446,CUST00256,CARD000257,MERC00178,2026-05-03 14:05:42,105278.0,CLP,1,approved,purchase,medium,fashion
TXN00002470,CUST00072,CARD000077,MERC00045,2026-04-24 13:36:38,108826.0,CLP,1,approved,purchase,low,education
TXN00002477,CUST00490,CARD000505,MERC00022,2026-05-03 08:03:38,39535.0,CLP,1,approved,purchase,low,home
TXN00002503,CUST00202,CARD000203,MERC00124,2026-05-11 15:28:38,700127.0,CLP,1,approved,purchase,low,services
TXN00002570,CUST00409,CARD000419,MERC00063,2026-04-07 21:41:12,571388.0,CLP,1,approved,purchase,low,services
TXN00002611,CUST00424,CARD000434,MERC00085,2026-05-06 09:35:16,155700.0,CLP,1,approved,purchase,high,food_delivery
TXN00002661,CUST00365,CARD000373,MERC00011,2026-04-22 10:56:25,73638.0,CLP,3,approved,purchase,unclassified,marketplace
TXN00002688,CUST00243,CARD000243,MERC00060,2026-04-07 15:48:35,640997.0,CLP,3,approved,purchase,medium,travel
TXN00002692,CUST00076,CARD000081,MERC00020,2026-03-28 13:55:33,22889.0,CLP,1,approved,purchase,low,travel
TXN00002701,CUST00224,CARD000224,MERC00057,2026-06-12 16:47:26,630351.0,CLP,1,approved,purchase,medium,pharmacy
TXN00002705,CUST00149,CARD000151,MERC00119,2026-05-18 16:39:05,10797.0,CLP,1,approved,purchase,low,pharmacy
TXN00002711,CUST00488,CARD000502,MERC00160,2026-03-19 13:56:24,844816.0,CLP,3,approved,purchase,low,education
TXN00002734,CUST00473,CARD000486,MERC00042,2026-05-28 14:49:02,686548.0,CLP,1,approved,purchase,low,pharmacy
TXN00002764,CUST00219,CARD000219,MERC00094,2026-03-31 15:19:06,10902.0,CLP,1,approved,purchase,unclassified,fashion
TXN00002765,CUST00294,CARD000293,MERC00197,2026-05-08 11:02:41,122496.0,CLP,1,approved,purchase,low,home
TXN00002767,CUST00310,CARD000315,MERC00114,2026-04-16 23:44:06,188592.0,CLP,1,approved,purchase,low,pharmacy
TXN00002795,CUST00454,CARD000463,MERC00089,2026-04-01 22:15:13,2992.0,CLP,1,approved,purchase,high,home
TXN00002818,CUST00325,CARD000330,MERC00023,2026-06-07 16:43:40,39890.0,CLP,1,approved,purchase,medium,electronics
TXN00002846,CUST00247,CARD000249,MERC00051,2026-04-04 18:35:52,386166.0,CLP,6,approved,purchase,medium,supermarket
TXN00002849,CUST00287,CARD000287,MERC00018,2026-03-31 21:38:52,8872.0,CLP,1,approved,purchase,low,travel
TXN00002881,CUST00047,CARD000048,MERC00046,2026-06-14 09:35:11,380273.0,CLP,3,approved,purchase,medium,pharmacy
TXN00002884,CUST00455,CARD000464,MERC00146,2026-03-29 13:42:41,35216.0,CLP,1,approved,purchase,medium,food_delivery
TXN00002894,CUST00032,CARD000032,MERC00055,2026-06-14 21:31:18,94956.0,CLP,1,approved,purchase,medium,education
TXN00002943,CUST00327,CARD000332,MERC00133,2026-05-08 19:29:39,15916.0,CLP,1,approved,purchase,high,health
TXN00002962,CUST00106,CARD000111,MERC00168,2026-03-28 12:36:05,58238.0,CLP,1,approved,purchase,medium,fashion
TXN00002989,CUST00493,CARD000508,MERC00187,2026-05-27 16:10:33,539387.0,CLP,2,approved,purchase,low,pharmacy
TXN00003000,CUST00241,CARD000241,MERC00048,2026-06-02 19:25:42,822331.0,CLP,3,approved,purchase,medium,education
TXN00003036,CUST00245,CARD000246,MERC00162,2026-03-19 17:08:29,58742.0,CLP,1,approved,purchase,low,services
TXN00003057,CUST00083,CARD000089,MERC00159,2026-03-28 14:49:55,27729.0,CLP,1,approved,purchase,medium,fashion
TXN00003086,CUST00443,CARD000452,MERC00132,2026-05-20 14:57:52,7596.0,CLP,1,approved,purchase,low,food_delivery
TXN00003113,CUST00041,CARD000042,MERC00165,2026-05-14 08:41:12,22264.0,CLP,1,approved,purchase,medium,services
TXN00003124,CUST00093,CARD000099,MERC00184,2026-05-16 19:35:11,10860.0,CLP,3,approved,purchase,medium,health
TXN00003126,CUST00023,CARD000022,MERC00054,2026-05-28 22:27:54,178588.0,CLP,1,approved,purchase,high,fashion
TXN00003138,CUST00210,CARD000210,MERC00021,2026-04-12 12:00:36,12909.0,CLP,1,approved,purchase,medium,fashion
TXN00003182,CUST00377,CARD000386,MERC00082,2026-03-15 18:12:51,14991.0,CLP,3,approved,purchase,low,fashion
TXN00003188,CUST00183,CARD000184,MERC00167,2026-03-29 19:11:02,20141.0,CLP,1,approved,purchase,unclassified,fashion
TXN00003200,CUST00119,CARD000122,MERC00043,2026-05-10 21:58:44,97013.0,CLP,1,approved,purchase,medium,marketplace
TXN00003204,CUST00379,CARD000389,MERC00012,2026-04-08 11:22:24,164106.0,CLP,6,approved,purchase,low,health
TXN00003208,CUST00195,CARD000195,MERC00195,2026-04-17 23:16:08,177282.0,CLP,3,approved,purchase,medium,health
TXN00003223,CUST00036,CARD000037,MERC00144,2026-03-17 14:55:39,4784.0,CLP,1,approved,purchase,high,electronics
TXN00003262,CUST00434,CARD000443,MERC00117,2026-04-28 23:42:47,7900.0,CLP,3,approved,purchase,high,supermarket
TXN00003302,CUST00264,CARD000264,MERC00176,2026-06-10 16:12:37,149051.0,CLP,3,approved,purchase,low,marketplace
TXN00003317,CUST00028,CARD000027,MERC00104,2026-04-23 16:11:56,37742.0,CLP,1,approved,purchase,medium,marketplace
TXN00003323,CUST00473,CARD000486,MERC00124,2026-03-25 10:17:22,855150.0,CLP,1,approved,purchase,low,services
TXN00003329,CUST00207,CARD000207,MERC00078,2026-05-26 23:44:17,870684.0,CLP,1,approved,purchase,low,services
TXN00003338,CUST00359,CARD000367,MERC00132,2026-04-09 14:35:46,385197.0,CLP,1,approved,purchase,medium,food_delivery
TXN00003345,CUST00218,CARD000217,MERC00059,2026-06-06 14:02:23,144779.0,CLP,1,approved,purchase,high,home
TXN00003346,CUST00130,CARD000131,MERC00031,2026-06-11 09:45:15,224987.0,CLP,1,approved,purchase,medium,pharmacy
TXN00003352,CUST00199,CARD000199,MERC00156,2026-03-23 23:23:17,505540.0,CLP,3,approved,purchase,high,pharmacy
TXN00003376,CUST00013,CARD000013,MERC00196,2026-05-29 17:11:16,37053.0,CLP,1,approved,purchase,low,supermarket
TXN00003406,CUST00015,CARD000016,MERC00065,2026-05-30 18:00:15,21296.0,CLP,3,approved,purchase,unclassified,pharmacy
TXN00003436,CUST00237,CARD000237,MERC00166,2026-05-26 11:56:57,407881.0,CLP,1,approved,purchase,medium,education
TXN00003455,CUST00042,CARD000044,MERC00053,2026-05-14 15:31:38,12692.0,CLP,1,approved,purchase,medium,travel
TXN00003463,CUST00443,CARD000452,MERC00083,2026-06-04 13:52:45,85716.0,CLP,3,approved,purchase,low,travel
TXN00003473,CUST00353,CARD000361,MERC00032,2026-04-20 21:47:02,54647.0,CLP,1,approved,purchase,medium,health
TXN00003534,CUST00448,CARD000457,MERC00187,2026-03-24 14:50:22,34364.0,CLP,1,approved,purchase,low,pharmacy
TXN00003541,CUST00210,CARD000210,MERC00071,2026-05-12 10:22:27,26341.0,CLP,1,approved,purchase,medium,home
TXN00003557,CUST00301,CARD000301,MERC00131,2026-06-05 21:20:50,29082.0,CLP,1,approved,purchase,medium,food_delivery
TXN00003562,CUST00047,CARD000048,MERC00133,2026-04-11 09:02:46,22881.0,CLP,1,approved,purchase,medium,health
TXN00003592,CUST00343,CARD000351,MERC00099,2026-04-14 10:54:28,20369.0,CLP,1,approved,purchase,medium,pharmacy
TXN00003626,CUST00388,CARD000400,MERC00074,2026-06-04 15:41:28,19803.0,CLP,1,approved,purchase,medium,electronics
TXN00003639,CUST00455,CARD000464,MERC00134,2026-06-09 14:31:52,120837.0,CLP,1,approved,purchase,medium,education
TXN00003659,CUST00090,CARD000096,MERC00146,2026-06-05 12:42:15,231065.0,CLP,1,approved,purchase,low,food_delivery
TXN00003678,CUST00310,CARD000314,MERC00144,2026-06-10 09:32:11,92304.0,CLP,3,approved,purchase,low,electronics
TXN00003680,CUST00369,CARD000377,MERC00021,2026-03-29 14:03:46,1628.0,CLP,2,approved,purchase,high,fashion
TXN00003691,CUST00432,CARD000440,MERC00125,2026-05-26 10:50:37,885858.0,CLP,6,approved,purchase,medium,electronics
TXN00003730,CUST00055,CARD000056,MERC00023,2026-05-19 12:51:48,51936.0,CLP,1,approved,purchase,high,electronics
TXN00003743,CUST00349,CARD000358,MERC00147,2026-06-15 19:38:10,144219.0,CLP,1,approved,purchase,medium,food_delivery
TXN00003747,CUST00313,CARD000317,MERC00068,2026-04-29 13:07:40,829360.0,CLP,1,approved,purchase,low,health
TXN00003755,CUST00237,CARD000237,MERC00129,2026-05-19 18:25:49,278485.0,CLP,1,approved,purchase,medium,travel
TXN00003762,CUST00458,CARD000467,MERC00142,2026-05-29 13:24:45,41961.0,CLP,3,approved,purchase,medium,services
TXN00003782,CUST00257,CARD000258,MERC00088,2026-04-27 21:13:43,146550.0,CLP,3,approved,purchase,low,pharmacy
TXN00003798,CUST00309,CARD000313,MERC00108,2026-04-02 23:46:50,194459.0,CLP,2,approved,purchase,medium,services
TXN00003807,CUST00093,CARD000099,MERC00065,2026-04-06 19:41:03,823107.0,CLP,3,approved,purchase,medium,pharmacy
TXN00003824,CUST00338,CARD000346,MERC00144,2026-03-27 21:58:12,22113.0,CLP,1,approved,purchase,medium,electronics
TXN00003856,CUST00226,CARD000228,MERC00021,2026-05-10 21:12:34,23355.0,CLP,1,approved,purchase,medium,fashion
TXN00003865,CUST00345,CARD000353,MERC00125,2026-05-04 19:21:32,77067.0,CLP,1,approved,purchase,medium,electronics
TXN00003869,CUST00172,CARD000175,MERC00189,2026-05-15 18:35:46,151149.0,CLP,1,approved,purchase,medium,supermarket
TXN00003874,CUST00451,CARD000460,MERC00200,2026-04-19 14:55:10,137232.0,CLP,12,approved,purchase,low,home
TXN00003889,CUST00217,CARD000216,MERC00021,2026-06-06 16:59:43,23336.0,CLP,1,approved,purchase,low,fashion
TXN00003921,CUST00477,CARD000489,MERC00044,2026-03-25 16:11:03,614785.0,CLP,1,approved,purchase,medium,services
TXN00003938,CUST00430,CARD000438,MERC00145,2026-04-28 22:08:19,78574.0,CLP,12,approved,purchase,low,services
TXN00003940,CUST00105,CARD000110,MERC00133,2026-04-07 16:31:55,454263.0,CLP,1,approved,purchase,low,health
TXN00003946,CUST00195,CARD000195,MERC00179,2026-06-11 13:38:24,87633.0,CLP,1,approved,purchase,medium,pharmacy
TXN00003991,CUST00364,CARD000372,MERC00149,2026-05-16 14:41:41,787568.0,CLP,6,approved,purchase,medium,marketplace
TXN00004032,CUST00181,CARD000182,MERC00107,2026-03-16 14:16:32,571860.0,CLP,1,approved,purchase,medium,education
TXN00004035,CUST00384,CARD000396,MERC00037,2026-03-25 23:07:19,897363.0,CLP,1,approved,purchase,low,fashion
TXN00004052,CUST00287,CARD000287,MERC00037,2026-04-17 11:25:01,23880.0,CLP,1,approved,purchase,low,fashion
TXN00004067,CUST00255,CARD000255,MERC00003,2026-04-13 08:50:51,21931.0,CLP,3,approved,purchase,medium,home
TXN00004094,CUST00410,CARD000420,MERC00058,2026-06-10 16:35:31,561965.0,CLP,1,approved,purchase,high,marketplace
TXN00004126,CUST00120,CARD000123,MERC00049,2026-04-03 10:56:37,475938.0,CLP,3,approved,purchase,medium,education
TXN00004156,CUST00327,CARD000332,MERC00057,2026-06-12 20:24:48,270935.0,CLP,3,approved,purchase,high,pharmacy
TXN00004191,CUST00409,CARD000419,MERC00174,2026-04-26 09:38:01,300048.0,CLP,1,approved,purchase,low,fashion
TXN00004211,CUST00222,CARD000222,MERC00079,2026-04-03 10:14:07,795490.0,CLP,12,approved,purchase,unclassified,electronics
TXN00004276,CUST00317,CARD000322,MERC00069,2026-03-23 09:23:19,23252.0,CLP,3,approved,purchase,high,services
TXN00004282,CUST00226,CARD000228,MERC00123,2026-03-26 08:52:16,71738.0,CLP,1,approved,purchase,medium,marketplace
TXN00004327,CUST00267,CARD000266,MERC00018,2026-05-26 18:42:10,182836.0,CLP,6,approved,purchase,low,travel
TXN00004329,CUST00055,CARD000056,MERC00048,2026-03-17 18:52:49,674666.0,CLP,3,approved,purchase,high,education
TXN00004371,CUST00212,CARD000212,MERC00130,2026-05-03 21:35:47,170323.0,CLP,6,approved,purchase,low,electronics
TXN00004373,CUST00120,CARD000123,MERC00081,2026-03-20 20:50:15,24517.0,CLP,1,approved,purchase,medium,travel
TXN00004383,CUST00484,CARD000497,MERC00080,2026-05-23 11:52:40,162222.0,CLP,1,approved,purchase,low,pharmacy
TXN00004422,CUST00301,CARD000302,MERC00080,2026-04-17 20:52:21,9706.0,CLP,1,approved,purchase,medium,pharmacy
TXN00004424,CUST00361,CARD000369,MERC00194,2026-03-23 15:30:33,256239.0,CLP,3,approved,purchase,low,education
TXN00004445,CUST00491,CARD000506,MERC00184,2026-04-23 20:49:48,106333.0,CLP,6,approved,purchase,medium,health
TXN00004480,CUST00327,CARD000332,MERC00054,2026-03-19 20:12:41,108950.0,CLP,1,approved,purchase,high,fashion
TXN00004493,CUST00472,CARD000485,MERC00074,2026-04-21 21:44:14,89597.0,CLP,3,approved,purchase,low,electronics
TXN00004507,CUST00302,CARD000303,MERC00004,2026-05-12 17:09:04,114058.0,CLP,3,approved,purchase,medium,food_delivery
TXN00004509,CUST00244,CARD000244,MERC00127,2026-06-14 14:24:40,643713.0,CLP,1,approved,purchase,low,travel
TXN00004536,CUST00375,CARD000384,MERC00196,2026-04-24 21:28:53,612032.0,CLP,3,approved,purchase,low,supermarket
TXN00004542,CUST00365,CARD000373,MERC00181,2026-03-17 22:35:04,33446.0,CLP,3,approved,purchase,unclassified,supermarket
TXN00004555,CUST00147,CARD000149,MERC00162,2026-03-28 21:55:14,143787.0,CLP,3,approved,purchase,medium,services
TXN00004586,CUST00267,CARD000267,MERC00055,2026-06-04 09:22:07,74678.0,CLP,3,approved,purchase,low,education
TXN00004612,CUST00460,CARD000470,MERC00140,2026-03-31 08:35:28,568640.0,CLP,1,approved,purchase,low,travel
TXN00004614,CUST00289,CARD000289,MERC00072,2026-05-03 10:24:20,599220.0,CLP,3,approved,purchase,low,education
TXN00004665,CUST00201,CARD000202,MERC00042,2026-05-28 22:00:57,10452.0,CLP,1,approved,purchase,medium,pharmacy
TXN00004672,CUST00210,CARD000210,MERC00026,2026-05-14 14:53:00,606615.0,CLP,1,approved,purchase,medium,health
TXN00004744,CUST00030,CARD000029,MERC00062,2026-06-12 10:01:48,140795.0,CLP,2,approved,purchase,low,fashion
TXN00004746,CUST00038,CARD000039,MERC00084,2026-05-05 08:48:07,110403.0,CLP,1,approved,purchase,medium,marketplace
TXN00004838,CUST00388,CARD000400,MERC00043,2026-03-19 16:22:53,90291.0,CLP,3,approved,purchase,medium,marketplace
TXN00004863,CUST00414,CARD000424,MERC00017,2026-05-10 13:23:22,77885.0,CLP,1,approved,purchase,low,marketplace
TXN00004869,CUST00389,CARD000401,MERC00187,2026-03-31 16:39:40,244723.0,CLP,1,approved,purchase,medium,pharmacy
TXN00004880,CUST00077,CARD000082,MERC00124,2026-04-20 11:50:59,228094.0,CLP,1,approved,purchase,low,services
TXN00004912,CUST00176,CARD000177,MERC00110,2026-04-25 18:58:45,4096.0,CLP,1,approved,purchase,low,education
TXN00004916,CUST00133,CARD000134,MERC00045,2026-06-10 23:27:31,171112.0,CLP,1,approved,purchase,high,education
TXN00004986,CUST00372,CARD000381,MERC00194,2026-04-21 08:34:37,179442.0,CLP,1,approved,purchase,low,education
TXN00004999,CUST00073,CARD000078,MERC00013,2026-04-14 09:15:28,737722.0,CLP,1,approved,purchase,low,home
TXN00005005,CUST00093,CARD000099,MERC00183,2026-04-08 13:43:48,60768.0,CLP,12,approved,purchase,medium,services
TXN00005048,CUST00081,CARD000085,MERC00187,2026-04-08 15:55:35,94593.0,CLP,1,approved,purchase,medium,pharmacy
TXN00005061,CUST00334,CARD000341,MERC00080,2026-05-19 08:23:14,23161.0,CLP,12,approved,purchase,medium,pharmacy
TXN00005066,CUST00106,CARD000111,MERC00196,2026-04-01 21:07:59,685149.0,CLP,1,approved,purchase,medium,supermarket
TXN00005086,CUST00094,CARD000100,MERC00125,2026-03-27 21:54:32,132561.0,CLP,3,approved,purchase,high,electronics
TXN00005139,CUST00282,CARD000282,MERC00187,2026-06-15 19:24:34,583017.0,CLP,1,approved,purchase,low,pharmacy
TXN00005146,CUST00046,CARD000047,MERC00016,2026-06-08 18:58:27,16946.0,CLP,1,approved,purchase,medium,food_delivery
TXN00005147,CUST00414,CARD000423,MERC00189,2026-03-22 14:27:31,859533.0,CLP,2,approved,purchase,low,supermarket
TXN00005154,CUST00316,CARD000320,MERC00174,2026-03-18 21:01:39,413316.0,CLP,1,approved,purchase,high,fashion
TXN00005156,CUST00344,CARD000352,MERC00171,2026-04-11 22:22:52,275352.0,CLP,1,approved,purchase,medium,education
TXN00005185,CUST00222,CARD000222,MERC00066,2026-05-12 17:41:40,28259.0,CLP,1,approved,purchase,unclassified,education
TXN00005230,CUST00424,CARD000433,MERC00124,2026-05-30 14:33:03,192603.0,CLP,1,approved,purchase,high,services
TXN00005258,CUST00279,CARD000279,MERC00157,2026-06-08 18:30:53,267126.0,CLP,1,approved,purchase,high,education
TXN00005304,CUST00140,CARD000142,MERC00148,2026-06-08 09:57:27,125089.0,CLP,1,approved,purchase,unclassified,home
TXN00005305,CUST00327,CARD000332,MERC00038,2026-03-23 12:17:43,119785.0,CLP,1,approved,purchase,high,supermarket
TXN00005325,CUST00083,CARD000089,MERC00151,2026-04-28 12:02:22,732819.0,CLP,1,approved,purchase,medium,travel
TXN00005330,CUST00451,CARD000460,MERC00081,2026-04-03 20:00:39,26499.0,CLP,1,approved,purchase,low,travel
TXN00005366,CUST00090,CARD000095,MERC00189,2026-04-03 13:06:03,135625.0,CLP,1,approved,purchase,low,supermarket
TXN00005447,CUST00100,CARD000106,MERC00182,2026-04-25 16:46:32,303117.0,CLP,1,approved,purchase,low,pharmacy
TXN00005470,CUST00100,CARD000106,MERC00128,2026-03-16 19:44:56,146198.0,CLP,1,approved,purchase,low,services
TXN00005506,CUST00274,CARD000273,MERC00194,2026-05-08 15:10:36,13487.0,CLP,1,approved,purchase,high,education
